,Team,Year,Wins,Champion,MVP,Scoring Leader,Rebound Leader,Assist Leader,WS Leader,DPOY,MIP,6MOY,Coach of Year,All-Stars,All-Defensive,All-NBA,FG%,3P Attempts,3P%,2P Attempts,2P%,FT%,RPG,APG,STL,BLK,TOVPG,PPG,Accolades,Franchise ID
102,Boston Celtics,1970.0,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.443,0.0,0.0,8235.0,0.443,0.786,52.9,22.9,0.0,0.0,0.0,114.9,4.0,Celtics
103,Detroit Pistons,1970.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.466,0.0,0.0,7657.0,0.466,0.734,46.7,20.8,0.0,0.0,0.0,112.8,1.0,Pistons
104,Atlanta Hawks,1970.0,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.483,0.0,0.0,7907.0,0.483,0.754,51.3,26.1,0.0,0.0,0.0,117.6,5.0,Hawks
105,Los Angeles Lakers,1970.0,46.0,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.461,0.0,0.0,7952.0,0.461,0.754,50.7,24.8,0.0,0.0,0.0,113.7,6.0,Lakers
106,Chicago Bulls,1970.0,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.444,0.0,0.0,8133.0,0.444,0.772,53.5,26.0,0.0,0.0,0.0,114.9,4.0,Bulls
107,Phoenix Suns,1970.0,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.468,0.0,0.0,7856.0,0.468,0.744,51.0,25.3,0.0,0.0,0.0,119.3,3.0,Suns
108,Oklahoma City Thunder,1970.0,36.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.462,0.0,0.0,8029.0,0.462,0.761,52.6,27.0,0.0,0.0,0.0,116.9,3.0,Thunder
109,Golden State Warriors,1970.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.432,0.0,0.0,8224.0,0.432,0.757,58.2,22.7,0.0,0.0,0.0,111.1,2.0,Warriors
110,Houston Rockets,1970.0,27.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.436,0.0,0.0,8867.0,0.436,0.733,58.4,24.8,0.0,0.0,0.0,118.7,3.0,Rockets
111,New York Knicks,1971.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.45,0.0,0.0,8076.0,0.45,0.74,49.7,21.7,0.0,0.0,0.0,110.1,7.0,Knicks
112,Philadelphia 76ers,1971.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45,0.0,0.0,8026.0,0.45,0.741,54.1,24.1,0.0,0.0,0.0,114.8,1.0,76ers
113,Boston Celtics,1971.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.442,0.0,0.0,8616.0,0.442,0.755,58.9,25.0,0.0,0.0,0.0,117.2,6.0,Celtics
114,Los Angeles Clippers,1971.0,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.436,0.0,0.0,7860.0,0.436,0.721,52.0,23.9,0.0,0.0,0.0,105.5,1.0,Clippers
115,Washington Wizards,1971.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.442,0.0,0.0,8331.0,0.442,0.754,55.5,21.6,0.0,0.0,0.0,112.9,5.0,Wizards
116,Atlanta Hawks,1971.0,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.465,0.0,0.0,7779.0,0.465,0.713,54.5,23.2,0.0,0.0,0.0,114.0,2.0,Hawks
117,Sacramento Kings,1971.0,33.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.454,0.0,0.0,8374.0,0.454,0.725,50.6,24.7,0.0,0.0,0.0,116.0,4.0,Kings
118,Cleveland Cavaliers,1971.0,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.424,0.0,0.0,7778.0,0.424,0.746,48.6,25.2,0.0,0.0,0.0,102.1,1.0,Cavaliers
119,Milwaukee Bucks,1971.0,66.0,True,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.509,0.0,0.0,7803.0,0.509,0.742,53.0,27.4,0.0,0.0,0.0,118.4,7.0,Bucks
120,Chicago Bulls,1971.0,51.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.452,0.0,0.0,7660.0,0.452,0.79,52.7,26.1,0.0,0.0,0.0,110.6,4.0,Bulls
121,Phoenix Suns,1971.0,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.437,0.0,0.0,8021.0,0.437,0.756,54.2,23.5,0.0,0.0,0.0,113.8,3.0,Suns
122,Detroit Pistons,1971.0,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.449,0.0,0.0,7730.0,0.449,0.745,47.8,20.7,0.0,0.0,0.0,110.1,1.0,Pistons
123,Los Angeles Lakers,1971.0,48.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.476,0.0,0.0,7857.0,0.476,0.711,52.1,26.9,0.0,0.0,0.0,114.8,5.0,Lakers
124,Golden State Warriors,1971.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.448,0.0,0.0,7709.0,0.448,0.76,56.6,23.1,0.0,0.0,0.0,107.1,3.0,Warriors
125,Houston Rockets,1971.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.421,0.0,0.0,8426.0,0.421,0.749,57.1,23.4,0.0,0.0,0.0,113.2,2.0,Rockets
126,Oklahoma City Thunder,1971.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.456,0.0,0.0,8034.0,0.456,0.753,54.3,25.0,0.0,0.0,0.0,115.0,1.0,Thunder
127,Portland Trail Blazers,1971.0,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.435,0.0,0.0,8562.0,0.435,0.758,51.3,27.2,0.0,0.0,0.0,115.5,1.0,Blazers
128,Boston Celtics,1972.0,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.453,0.0,0.0,8431.0,0.453,0.777,54.4,27.2,0.0,0.0,0.0,115.6,8.0,Celtics
129,New York Knicks,1972.0,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.459,0.0,0.0,7673.0,0.459,0.757,47.7,24.2,0.0,0.0,0.0,107.1,6.0,Knicks
130,Philadelphia 76ers,1972.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.444,0.0,0.0,8057.0,0.444,0.725,52.7,23.4,0.0,0.0,0.0,112.2,3.0,76ers
131,Los Angeles Clippers,1972.0,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.451,0.0,0.0,7560.0,0.451,0.698,48.5,21.5,0.0,0.0,0.0,102.0,1.0,Clippers
132,Washington Wizards,1972.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.45,0.0,0.0,7748.0,0.45,0.759,50.7,22.1,0.0,0.0,0.0,107.1,5.0,Wizards
133,Atlanta Hawks,1972.0,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.46,0.0,0.0,7570.0,0.46,0.741,49.8,23.1,0.0,0.0,0.0,109.5,2.0,Hawks
134,Sacramento Kings,1972.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.459,0.0,0.0,7496.0,0.459,0.756,45.8,24.6,0.0,0.0,0.0,107.8,2.0,Kings
135,Cleveland Cavaliers,1972.0,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.428,0.0,0.0,8074.0,0.428,0.736,50.0,25.1,0.0,0.0,0.0,105.8,2.0,Cavaliers
136,Milwaukee Bucks,1972.0,63.0,False,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.498,0.0,0.0,7653.0,0.498,0.739,52.1,26.3,0.0,0.0,0.0,114.6,7.0,Bucks
137,Chicago Bulls,1972.0,57.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.451,0.0,0.0,7853.0,0.451,0.755,53.3,25.5,0.0,0.0,0.0,111.2,4.0,Bulls
138,Phoenix Suns,1972.0,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.457,0.0,0.0,7877.0,0.457,0.779,52.5,24.1,0.0,0.0,0.0,116.3,5.0,Suns
139,Detroit Pistons,1972.0,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.454,0.0,0.0,7665.0,0.454,0.747,48.4,20.6,0.0,0.0,0.0,109.1,2.0,Pistons
140,Los Angeles Lakers,1972.0,69.0,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.49,0.0,0.0,7998.0,0.49,0.734,56.4,27.2,0.0,0.0,0.0,121.0,8.0,Lakers
141,Golden State Warriors,1972.0,51.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.439,0.0,0.0,7923.0,0.439,0.767,54.3,22.6,0.0,0.0,0.0,108.2,2.0,Warriors
142,Oklahoma City Thunder,1972.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.464,0.0,0.0,7457.0,0.464,0.765,50.3,24.1,0.0,0.0,0.0,109.2,1.0,Thunder
143,Houston Rockets,1972.0,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.434,0.0,0.0,8277.0,0.434,0.748,54.1,21.7,0.0,0.0,0.0,109.7,2.0,Rockets
144,Portland Trail Blazers,1972.0,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.442,0.0,0.0,7840.0,0.442,0.736,48.7,25.5,0.0,0.0,0.0,106.8,1.0,Blazers
145,Boston Celtics,1973.0,68.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.448,0.0,0.0,8511.0,0.448,0.78,58.6,28.3,0.0,0.0,0.0,112.7,9.0,Celtics
146,New York Knicks,1973.0,57.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.467,0.0,0.0,7764.0,0.467,0.78,47.3,26.7,0.0,0.0,0.0,105.0,6.0,Knicks
147,Los Angeles Clippers,1973.0,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.449,0.0,0.0,7877.0,0.449,0.712,50.7,27.0,0.0,0.0,0.0,103.3,1.0,Clippers
148,Philadelphia 76ers,1973.0,9.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.42,0.0,0.0,8264.0,0.42,0.75,50.9,20.6,0.0,0.0,0.0,104.1,2.0,76ers
149,Washington Wizards,1973.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.464,0.0,0.0,7883.0,0.464,0.743,51.3,25.0,0.0,0.0,0.0,105.0,4.0,Wizards
150,Atlanta Hawks,1973.0,46.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.461,0.0,0.0,8033.0,0.461,0.733,50.9,25.3,0.0,0.0,0.0,112.4,2.0,Hawks
151,Houston Rockets,1973.0,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.457,0.0,0.0,8249.0,0.457,0.793,49.5,23.6,0.0,0.0,0.0,112.8,2.0,Rockets
152,Cleveland Cavaliers,1973.0,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.435,0.0,0.0,7884.0,0.435,0.747,49.5,25.7,0.0,0.0,0.0,102.7,2.0,Cavaliers
153,Milwaukee Bucks,1973.0,60.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.481,0.0,0.0,7808.0,0.481,0.753,51.8,27.1,0.0,0.0,0.0,107.2,4.0,Bucks
154,Chicago Bulls,1973.0,51.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.444,0.0,0.0,7835.0,0.444,0.759,48.8,24.7,0.0,0.0,0.0,104.1,5.0,Bulls
155,Detroit Pistons,1973.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.463,0.0,0.0,7916.0,0.463,0.745,50.1,23.0,0.0,0.0,0.0,110.3,2.0,Pistons
156,Sacramento Kings,1973.0,36.0,False,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.478,0.0,0.0,7581.0,0.478,0.776,44.2,25.8,0.0,0.0,0.0,107.6,4.0,Kings
157,Los Angeles Lakers,1973.0,60.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.478,0.0,0.0,7819.0,0.478,0.742,55.6,28.1,0.0,0.0,0.0,111.7,7.0,Lakers
158,Golden State Warriors,1973.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.455,0.0,0.0,8163.0,0.455,0.798,53.7,24.2,0.0,0.0,0.0,108.8,3.0,Warriors
159,Phoenix Suns,1973.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.455,0.0,0.0,7942.0,0.455,0.792,48.8,23.7,0.0,0.0,0.0,111.6,3.0,Suns
160,Oklahoma City Thunder,1973.0,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.449,0.0,0.0,7681.0,0.449,0.772,50.7,23.9,0.0,0.0,0.0,103.7,1.0,Thunder
161,Portland Trail Blazers,1973.0,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.458,0.0,0.0,7842.0,0.458,0.719,47.9,25.6,0.0,0.0,0.0,106.2,1.0,Blazers
162,Boston Celtics,1974.0,56.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.456,0.0,0.0,7969.0,0.456,0.8,54.3,26.7,6.8,3.7,21.9,109.0,7.0,Celtics
163,New York Knicks,1974.0,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.465,0.0,0.0,7483.0,0.465,0.777,44.9,23.6,6.8,3.4,17.8,101.3,5.0,Knicks
164,Los Angeles Clippers,1974.0,42.0,False,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48,0.0,0.0,7763.0,0.48,0.765,48.5,26.4,9.6,7.3,22.3,111.6,3.0,Clippers
165,Philadelphia 76ers,1974.0,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.432,0.0,0.0,7702.0,0.432,0.771,46.4,21.9,9.2,2.7,20.3,101.2,0.0,76ers
166,Washington Wizards,1974.0,47.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.441,0.0,0.0,7886.0,0.441,0.745,50.9,21.6,8.6,5.4,19.1,101.9,5.0,Wizards
167,Atlanta Hawks,1974.0,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.465,0.0,0.0,7744.0,0.465,0.752,48.2,24.3,9.2,4.0,22.2,108.6,2.0,Hawks
168,Houston Rockets,1974.0,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.48,0.0,0.0,7426.0,0.48,0.812,44.5,27.0,8.9,5.0,20.5,107.4,3.0,Rockets
169,Cleveland Cavaliers,1974.0,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.439,0.0,0.0,7782.0,0.439,0.772,45.9,25.0,7.3,3.6,18.8,100.3,3.0,Cavaliers
170,Milwaukee Bucks,1974.0,59.0,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.492,0.0,0.0,7571.0,0.492,0.763,49.0,27.1,8.9,6.3,20.7,107.1,5.0,Bucks
171,Chicago Bulls,1974.0,54.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.446,0.0,0.0,7378.0,0.446,0.771,45.8,22.8,9.3,3.9,20.6,102.0,5.0,Bulls
172,Detroit Pistons,1974.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.459,0.0,0.0,7515.0,0.459,0.764,47.3,23.9,9.7,5.1,21.5,104.4,2.0,Pistons
173,Sacramento Kings,1974.0,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459,0.0,0.0,7342.0,0.459,0.774,44.7,21.3,9.7,4.7,21.8,102.0,0.0,Kings
174,Los Angeles Lakers,1974.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.453,0.0,0.0,7803.0,0.453,0.769,52.9,26.6,9.7,8.0,23.3,109.2,4.0,Lakers
175,Golden State Warriors,1974.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.464,0.0,0.0,8020.0,0.464,0.778,53.8,24.3,8.1,5.5,20.3,109.9,4.0,Warriors
176,Oklahoma City Thunder,1974.0,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.445,0.0,0.0,8056.0,0.445,0.767,49.1,25.7,8.4,3.6,19.8,107.0,2.0,Thunder
177,Phoenix Suns,1974.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46,0.0,0.0,7726.0,0.46,0.777,46.5,25.0,8.0,3.7,20.3,107.9,1.0,Suns
178,Portland Trail Blazers,1974.0,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.467,0.0,0.0,7684.0,0.467,0.753,47.0,25.7,9.7,4.2,22.2,106.8,2.0,Blazers
179,Boston Celtics,1975.0,60.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.458,0.0,0.0,7825.0,0.458,0.791,52.0,26.3,8.1,3.5,19.8,106.5,8.0,Celtics
180,Los Angeles Clippers,1975.0,49.0,False,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.476,0.0,0.0,7469.0,0.476,0.78,46.9,25.2,8.8,5.6,20.9,107.8,4.0,Clippers
181,New York Knicks,1975.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.45,0.0,0.0,7464.0,0.45,0.772,44.3,20.4,8.0,3.7,16.8,100.4,3.0,Knicks
182,Philadelphia 76ers,1975.0,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.445,0.0,0.0,7476.0,0.445,0.749,47.6,20.8,7.0,3.2,19.4,99.8,1.0,76ers
183,Washington Wizards,1975.0,60.0,False,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.462,0.0,0.0,7697.0,0.462,0.752,47.5,24.5,11.3,5.0,19.4,104.7,7.0,Wizards
184,Houston Rockets,1975.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.477,0.0,0.0,7231.0,0.477,0.799,44.8,26.3,9.1,4.3,21.5,103.9,1.0,Rockets
185,Cleveland Cavaliers,1975.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.462,0.0,0.0,7371.0,0.462,0.742,43.4,23.2,7.3,4.2,17.8,99.0,3.0,Cavaliers
186,Atlanta Hawks,1975.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438,0.0,0.0,7824.0,0.438,0.728,49.9,22.9,9.1,2.8,18.9,105.1,0.0,Hawks
187,Utah Jazz,1975.0,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44,0.0,0.0,7509.0,0.44,0.764,45.9,22.2,8.8,3.1,22.0,101.5,1.0,Jazz
188,Chicago Bulls,1975.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.447,0.0,0.0,7085.0,0.447,0.777,47.5,22.4,8.1,4.6,18.1,98.1,4.0,Bulls
189,Sacramento Kings,1975.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.449,0.0,0.0,7258.0,0.449,0.821,45.6,22.6,8.8,4.2,18.8,101.4,3.0,Kings
190,Detroit Pistons,1975.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.466,0.0,0.0,7053.0,0.466,0.776,42.9,23.4,8.3,4.6,19.0,98.9,2.0,Pistons
191,Milwaukee Bucks,1975.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.468,0.0,0.0,7367.0,0.468,0.775,46.2,23.6,7.3,4.9,18.8,100.7,5.0,Bucks
192,Golden State Warriors,1975.0,48.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.465,0.0,0.0,7981.0,0.465,0.768,52.1,25.3,11.9,4.5,20.9,108.5,5.0,Warriors
193,Oklahoma City Thunder,1975.0,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.456,0.0,0.0,7653.0,0.456,0.749,45.4,24.4,10.2,4.6,19.6,103.1,2.0,Thunder
194,Portland Trail Blazers,1975.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.48,0.0,0.0,7113.0,0.48,0.742,46.4,26.9,9.2,4.9,22.4,103.8,2.0,Blazers
195,Phoenix Suns,1975.0,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.447,0.0,0.0,7561.0,0.447,0.737,49.2,22.9,8.1,3.9,21.5,101.2,1.0,Suns
196,Los Angeles Lakers,1975.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.45,0.0,0.0,7577.0,0.45,0.752,49.7,25.5,9.2,5.2,21.8,103.2,4.0,Lakers
197,Boston Celtics,1976.0,54.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.446,0.0,0.0,7901.0,0.446,0.78,52.9,24.1,6.8,3.2,19.6,106.2,6.0,Celtics
198,Philadelphia 76ers,1976.0,46.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.447,0.0,0.0,7752.0,0.447,0.733,49.6,20.2,9.9,4.5,21.1,106.5,2.0,76ers
199,Los Angeles Clippers,1976.0,46.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.476,0.0,0.0,7307.0,0.476,0.774,45.4,25.8,8.8,4.5,21.3,107.3,3.0,Clippers
200,New York Knicks,1976.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.456,0.0,0.0,7555.0,0.456,0.772,45.7,20.2,7.0,3.2,17.1,102.7,2.0,Knicks
201,Cleveland Cavaliers,1976.0,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.454,0.0,0.0,7709.0,0.454,0.737,46.1,22.5,7.8,4.8,16.2,101.7,3.0,Cavaliers
202,Washington Wizards,1976.0,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.472,0.0,0.0,7234.0,0.472,0.72,46.7,22.2,8.5,5.9,20.4,102.8,4.0,Wizards
203,Houston Rockets,1976.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.485,0.0,0.0,7304.0,0.485,0.79,45.2,27.0,8.0,4.4,20.3,106.2,1.0,Rockets
204,Utah Jazz,1976.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.447,0.0,0.0,7491.0,0.447,0.758,48.4,21.5,9.1,4.2,20.2,104.1,1.0,Jazz
205,Atlanta Hawks,1976.0,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45,0.0,0.0,7338.0,0.45,0.733,45.9,20.3,9.6,3.4,18.9,102.6,1.0,Hawks
206,Milwaukee Bucks,1976.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.465,0.0,0.0,7435.0,0.465,0.736,46.1,22.2,8.7,5.7,19.8,101.8,3.0,Bucks
207,Detroit Pistons,1976.0,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.464,0.0,0.0,7598.0,0.464,0.76,45.7,21.4,9.6,4.0,19.7,104.9,1.0,Pistons
208,Sacramento Kings,1976.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.453,0.0,0.0,7379.0,0.453,0.767,46.4,22.7,9.2,4.0,19.6,103.3,3.0,Kings
